trial,model,task,latency,temperature,id,result,quality,accuracy,variance,consensus,effectiveness,elapsed,strategy,created
Trial_607 2,llama3.3:latest,classify a short statement into a category of fakeness,93.0,0.6,Item_5,"'Hillary Clinton agrees with John McCain ""by voting to give George Bush the benefit of the doubt on Iran.""' is labeled as 'false'.",0.2410925505,0.0,0.0269034714770482,0.8941159732289494,0.22352899330723736,8m 2s,RANDOM,2025-07-11 15:33:50
Trial_607 2,qwen2.5:32b,classify a short statement into a category of fakeness,172.0,0.45,Item_4,"'Hillary Clinton agrees with John McCain ""by voting to give George Bush the benefit of the doubt on Iran.""' is labeled as 'half-true'.",0.2188262715,0.0,0.0325947257522387,0.8834533073915474,0.22086332684788684,8m 2s,RANDOM,2025-07-11 15:33:50
Trial_607 2,gemini-2.0-flash,classify a short statement into a category of fakeness,2.0,0.6,Item_3,"' Hillary Clinton agrees with John McCain ""by voting to give George Bush the benefit of the doubt on Iran."" ' is labeled as 'half-true'.",0.0452214478,0.0,0.0019137662226398,0.971759607372184,0.242939901843046,8m 2s,RANDOM,2025-07-11 15:33:50
Trial_607 2,o3-mini,classify a short statement into a category of fakeness,26.0,1.0,Item_9,"'Hillary Clinton agrees with John McCain ""by voting to give George Bush the benefit of the doubt on Iran.""' is labeled as 'false'.",0.6208394539,0.0,0.033068013646399,0.8826102056080376,0.2206525514020094,8m 2s,RANDOM,2025-07-11 15:33:50
Trial_607 2,gpt-4o,classify a short statement into a category of fakeness,4.0,0.6,Item_1,"'Hillary Clinton agrees with John McCain ""by voting to give George Bush the benefit of the doubt on Iran.""' is labeled as 'barely-true'.",0.4223641746,0.0,0.0325597775302006,0.8835158051113786,0.22087895127784465,8m 2s,RANDOM,2025-07-11 15:33:50
Trial_607 2,mixtral:8x22b,classify a short statement into a category of fakeness,423.0,0.6,Item_8," 'Hillary Clinton agrees with John McCain ""by voting to give George Bush the benefit of the doubt on Iran.""' is labeled as 'false'.",0.5464666025,0.0,0.0002857383474272,0.9890878443475476,0.2472719610868869,8m 2s,RANDOM,2025-07-11 15:33:50
Trial_607 2,firefunction-v2,classify a short statement into a category of fakeness,387.0,0.6,Item_7,'Hillary Clinton agrees with John McCain 'by voting to give George Bush the benefit of the doubt on Iran.' is labeled as barely-true.,0.0,0.0,0.0460567553796748,0.8614607100087238,0.21536517750218095,8m 2s,RANDOM,2025-07-11 15:33:50
Trial_607 2,claude-3-7-sonnet-20250219,classify a short statement into a category of fakeness,11.0,0.7,Item_0,"'Hillary Clinton agrees with John McCain ""by voting to give George Bush the benefit of the doubt on Iran.""' is labeled as 'half-true'.",0.0013614178,0.0,0.0452356547654414,0.8627012041639283,0.21567530104098206,8m 2s,RANDOM,2025-07-11 15:33:50
Trial_607 3,llama3.3:latest,classify a short statement into a category of fakeness,167.0,0.6,Item_1,'Health care reform legislation is likely to mandate free sex change surgeries.' is labeled as 'false'.,0.8800000165,0.0,1.5154916378959354e-16,0.9999999888691504,0.2499999972172876,6m 55s,RANDOM,2025-07-11 15:41:54
Trial_607 3,firefunction-v2,classify a short statement into a category of fakeness,161.0,0.6,Item_0,'Health care reform legislation is likely to mandate free sex change surgeries.' is labeled as 'false'.,0.8800000165,0.0,3.6677993042687565e-10,0.9999826837308132,0.2499956709327033,6m 55s,RANDOM,2025-07-11 15:41:54
Trial_607 3,claude-3-5-sonnet-latest,classify a short statement into a category of fakeness,5.0,0.7,Item_9,'Health care reform legislation is likely to mandate free sex change surgeries.' is labeled as 'false'.,0.88,0.0,1.5154916645042803e-16,0.9999999888691502,0.24999999721728755,6m 55s,RANDOM,2025-07-11 15:41:54
Trial_607 3,mixtral:8x22b,classify a short statement into a category of fakeness,418.0,0.6,Item_7,'Health care reform legislation is likely to mandate free sex change surgeries.' is labeled as 'false'.,0.8469330102,0.0,1.134236087064654e-16,0.9999999903705102,0.24999999759262756,6m 55s,RANDOM,2025-07-11 15:41:54
Trial_607 3,gemini-2.0-flash,classify a short statement into a category of fakeness,2.0,0.6,Item_4,'Health care reform legislation is likely to mandate free sex change surgeries.' is labeled as 'false'.,0.8469055801,0.0,4.872268891617842e-10,0.9999800419929986,0.24999501049824965,6m 55s,RANDOM,2025-07-11 15:41:54
Trial_607 3,o4-mini,classify a short statement into a category of fakeness,32.0,1.0,Item_6,' Health care reform legislation is likely to mandate free sex change surgeries. ' is labeled as ' false '.,0.8469403553,0.0,3.755434548366639e-16,0.999999982478082,0.2499999956195205,6m 55s,RANDOM,2025-07-11 15:41:54
Trial_607 3,llama3.1:70b,classify a short statement into a category of fakeness,279.0,0.6,Item_3,'Health care reform legislation is likely to mandate free sex change surgeries.' is labeled as 'false'.,0.8800000213,0.0,4.817685655063954e-10,0.9999801541010194,0.24999503852525484,6m 55s,RANDOM,2025-07-11 15:41:54
Trial_607 3,o4-mini,classify a short statement into a category of fakeness,29.0,1.0,Item_6,' Health care reform legislation is likely to mandate free sex change surgeries. ' is labeled as ' false '.,0.8469403553,0.0,6.940465960580501e-10,0.999976179774922,0.2499940449437305,6m 55s,RANDOM,2025-07-11 15:41:54
Trial_607 3,o4-mini,classify a short statement into a category of fakeness,32.0,1.0,Item_6,' Health care reform legislation is likely to mandate free sex change surgeries. ' is labeled as ' false '.,0.8469403553,0.0,7.274713205046015e-16,0.999999975612938,0.2499999939032345,6m 55s,RANDOM,2025-07-11 15:41:54
Trial_607 3,o1-mini,classify a short statement into a category of fakeness,14.0,1.0,Item_5,'Health care reform legislation is likely to mandate free sex change surgeries.' is labeled as 'false'.,0.8469578012,0.0,3.755434548366639e-16,0.999999982478082,0.2499999956195205,6m 55s,RANDOM,2025-07-11 15:41:54
Trial_607 4,gpt-4o,classify a short statement into a category of fakeness,4.0,0.6,Item_1,'The economic turnaround started at the end of my term.' is labeled as 'barely-true'.,0.3348448568,0.0,0.0680574586636447,0.9143035164055472,0.2285758791013868,2m 22s,RANDOM,2025-07-11 15:48:52
Trial_607 4,gpt-4o,classify a short statement into a category of fakeness,4.0,0.6,Item_1,'The economic turnaround started at the end of my term.' is labeled as 'barely-true'.,0.3348448568,0.0,2.7534417691268307,0.4549164372301253,0.11372910930753133,2m 22s,RANDOM,2025-07-11 15:48:52
Trial_607 4,o1-mini,classify a short statement into a category of fakeness,28.0,1.0,Item_5,'The economic turnaround started at the end of my term.' is labeled as 'true'.,0.5318330625,0.0,1.133771878559181,0.6502256339358694,0.16255640848396735,2m 22s,RANDOM,2025-07-11 15:48:52
Trial_607 4,gemini-2.0-flash,classify a short statement into a category of fakeness,3.0,0.6,Item_9,'The economic turnaround started at the end of my term.' is labeled as 'half-true'.,5.7668457457,1.0,1.922281736991702,0.5445573920336865,0.8861393480084216,2m 22s,RANDOM,2025-07-11 15:48:52
Trial_607 4,o3-mini,classify a short statement into a category of fakeness,27.0,1.0,Item_3,'The economic turnaround started at the end of my term.' is labeled as 'mostly-true'.,0.0187964637,0.0,0.0626561383149416,0.9177744191630396,0.2294436047907599,2m 22s,RANDOM,2025-07-11 15:48:52
Trial_607 4,firefunction-v2,classify a short statement into a category of fakeness,141.0,0.6,Item_4,The economic turnaround started at the end of my term. is labeled as mostly-true.,0.1284888223,0.0,0.0051893315589952,0.9763363982549852,0.2440840995637463,2m 22s,RANDOM,2025-07-11 15:48:52
Trial_607 4,o1-mini,classify a short statement into a category of fakeness,28.0,1.0,Item_5,'The economic turnaround started at the end of my term.' is labeled as 'true'.,0.5318330625,0.0,1.7319823038601074,0.567688425832388,0.141922106458097,2m 22s,RANDOM,2025-07-11 15:48:52
Trial_607 4,o4-mini,classify a short statement into a category of fakeness,41.0,1.0,Item_2,'The economic turnaround started at the end of my term.' is labeled as 'false'.,0.0002067028,0.0,1.1017725577813873,0.6551969384918113,0.16379923462295282,2m 22s,RANDOM,2025-07-11 15:48:52
Trial_607 4,o3-mini,classify a short statement into a category of fakeness,32.0,1.0,Item_3,'The economic turnaround started at the end of my term.' is labeled as 'mostly-true'.,0.0187964637,0.0,1.1759907903433189,0.6437727829594053,0.16094319573985133,2m 22s,RANDOM,2025-07-11 15:48:52
Trial_607 4,qwen2.5:32b,classify a short statement into a category of fakeness,44.0,0.45,Item_0,'The economic turnaround started at the end of my term.' is labeled as 'mostly-true'.,0.0417048298,0.0,0.0155182356026613,0.9590789933886624,0.2397697483471656,2m 22s,RANDOM,2025-07-11 15:48:52
Trial_607 5,o4-mini,classify a short statement into a category of fakeness,37.0,1.0,Item_4,' The Chicago Bears have had more starting quarterbacks in the last 10 years than the total number of tenured (UW) faculty fired during the last two decades. ' is labeled as ' true '.,0.1992343233,0.0,0.0050948843264843,0.9076687229132172,0.2269171807283043,44s,RANDOM,2025-07-11 15:51:16
Trial_607 5,gemini-2.0-flash,classify a short statement into a category of fakeness,3.0,0.6,Item_5,'The Chicago Bears have had more starting quarterbacks in the last 10 years than the total number of tenured (UW) faculty fired during the last two decades.' is labeled as 'true'.,0.1771827543,0.0,0.0050948843264843,0.9076687229132172,0.2269171807283043,44s,RANDOM,2025-07-11 15:51:16
Trial_607 5,o3-mini,classify a short statement into a category of fakeness,35.0,1.0,Item_6,'The Chicago Bears have had more starting quarterbacks in the last 10 years than the total number of tenured (UW) faculty fired during the last two decades.' is labeled as 'true'.,0.1825845695,0.0,0.0050948843264843,0.9076687229132172,0.2269171807283043,44s,RANDOM,2025-07-11 15:51:16
Trial_607 5,o4-mini,classify a short statement into a category of fakeness,39.0,1.0,Item_4,' The Chicago Bears have had more starting quarterbacks in the last 10 years than the total number of tenured (UW) faculty fired during the last two decades. ' is labeled as ' true '.,0.1992343233,0.0,0.0001229842870553,0.9856548038044302,0.24641370095110754,44s,RANDOM,2025-07-11 15:51:16
Trial_607 6,firefunction-v2,classify a short statement into a category of fakeness,354.0,0.6,Item_6,Jim Dunnam has not lived in the district he represents for years now. is labeled as mostly-true.,2.3336358054,0.0,0.0128814874608794,0.9476321250777952,0.2369080312694488,9m 13s,RANDOM,2025-07-11 15:52:03
Trial_607 6,o3-mini,classify a short statement into a category of fakeness,36.0,1.0,Item_8,' Jim Dunnam has not lived in the district he represents for years now.' is labeled as 'false'.,0.0001388221,0.0,0.1536979728146203,0.8191093943496427,0.20477734858741067,9m 13s,RANDOM,2025-07-11 15:52:03
Trial_607 6,o1-mini,classify a short statement into a category of fakeness,18.0,1.0,Item_3,'Jim Dunnam has not lived in the district he represents for years now.' is labeled as 'barely-true'.,6.7285184012,1.0,0.5297709651098668,0.6641649505421277,0.9160412376355319,9m 13s,RANDOM,2025-07-11 15:52:03
Trial_607 6,o4-mini,classify a short statement into a category of fakeness,37.0,1.0,Item_0,'Jim Dunnam has not lived in the district he represents for years now.' is labeled as 'false'.,0.0024995749,0.0,0.5543148512411891,0.6564735350433106,0.16411838376082766,9m 13s,RANDOM,2025-07-11 15:52:03
Trial_607 6,o3-mini,classify a short statement into a category of fakeness,26.0,1.0,Item_8,' Jim Dunnam has not lived in the district he represents for years now.' is labeled as 'false'.,0.0001388221,0.0,0.1753236900429925,0.8068021698385363,0.20170054245963406,9m 13s,RANDOM,2025-07-11 15:52:03
Trial_607 6,llama3.1:70b,classify a short statement into a category of fakeness,394.0,0.6,Item_1, 'Jim Dunnam has not lived in the district he represents for years now.' is labeled as 'true'.,0.0113990965,0.0,0.0128154547891791,0.9477665208010524,0.2369416302002631,9m 13s,RANDOM,2025-07-11 15:52:03
Trial_607 6,mixtral:8x22b,classify a short statement into a category of fakeness,273.0,0.6,Item_9, 'Jim Dunnam has not lived in the district he represents for years now.' is labeled as 'false'.,0.7294456474,0.0,0.3901006399730631,0.7118157283094282,0.17795393207735705,9m 13s,RANDOM,2025-07-11 15:52:03
Trial_607 6,mixtral:8x22b,classify a short statement into a category of fakeness,63.0,0.6,Item_9, 'Jim Dunnam has not lived in the district he represents for years now.' is labeled as 'false'.,0.7294456474,0.0,0.3839072215289963,0.7141125546413235,0.17852813866033088,9m 13s,RANDOM,2025-07-11 15:52:03
Trial_607 6,o4-mini,classify a short statement into a category of fakeness,32.0,1.0,Item_0,'Jim Dunnam has not lived in the district he represents for years now.' is labeled as 'false'.,0.0024995749,0.0,0.3848816220907626,0.713749976997867,0.17843749424946675,9m 13s,RANDOM,2025-07-11 15:52:03
Trial_607 6,o3-mini,classify a short statement into a category of fakeness,24.0,1.0,Item_8,' Jim Dunnam has not lived in the district he represents for years now.' is labeled as 'false'.,0.0001388221,0.0,0.0007174143227077,0.9876414657773516,0.2469103664443379,9m 13s,RANDOM,2025-07-11 15:52:03
Trial_607 7,o3-mini,classify a short statement into a category of fakeness,41.0,1.0,Item_6,"' I'm the only person on this stage who has worked actively just last year passing, along with Russ Feingold, some of the toughest ethics reform since Watergate.' is labeled as 'half-true'.",6.6413741296,1.0,14.939603541068973,0.2287077814587526,0.8071769453646882,4m 6s,RANDOM,2025-07-11 16:01:18
Trial_607 7,firefunction-v2,classify a short statement into a category of fakeness,136.0,0.6,Item_9,"I'm the only person on this stage who has worked actively just last year passing, along with Russ Feingold, some of the toughest ethics reform since Watergate. is labeled as barely-true.', 'prediction': 'barely-true'}",2.0462358452,0.0,2.2697364733734085e-13,0.9999999049313928,0.2499999762328482,4m 6s,RANDOM,2025-07-11 16:01:18
Trial_607 7,firefunction-v2,classify a short statement into a category of fakeness,136.0,0.6,Item_9,"I'm the only person on this stage who has worked actively just last year passing, along with Russ Feingold, some of the toughest ethics reform since Watergate. is labeled as barely-true.', 'prediction': 'barely-true'}",2.0462358452,0.0,2.7030063223816635e-05,0.9989625362181024,0.2497406340545256,4m 6s,RANDOM,2025-07-11 16:01:18
Trial_607 7,claude-3-5-sonnet-latest,classify a short statement into a category of fakeness,5.0,0.7,Item_8,"'I'm the only person on this stage who has worked actively just last year passing, along with Russ Feingold, some of the toughest ethics reform since Watergate.' is labeled as 'half-true'.",9.9996486784,1.0,4.4515052999553797e-13,0.9999998668617448,0.9999999667154362,4m 6s,RANDOM,2025-07-11 16:01:18
